section #,recommendation #,title,status,scoring status,description,rationale statement,remediation procedure,audit procedure,impact statement,CCE-ID,level
3,3.3,"Ensure a log metric filter and alarm exist for usage of ""root"" account",accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for root login attempts.,Monitoring for root account logins will provide visibility into the use of a fully privileged account and an opportunity to reduce the use of it.,"Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for ""Root"" account usage and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<root_usage_metric>_ --metric-transformations metricName=_<root_usage_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{ $.userIdentity.type = ""Root"" && $.userIdentity.invokedBy NOT EXISTS &""><sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<root_usage__<em>__alarm></em> --metric-name _<root_usage_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{ $.userIdentity.type = \""Root\"" && $.userIdentity.invokedBy NOT EXISTS &""><sns_topic_arn> _</div>",,CCE-79188-9,1
3,3.4,Ensure a log metric filter and alarm exist for IAM policy changes,accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established changes made to Identity and Access Management (IAM) policies.,Monitoring changes to IAM policies will help ensure authentication and authorization controls remain intact.,"Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for IAM Policy changes and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<iam_changes_metric>_ --metric-transformations metricName=_<iam_changes_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{($.eventName=DeleteGroupPolicy)||($.eventName=DeleteRolePolicy)||($.eventName=DeleteUserPolicy)||($.eventName=PutGroupPolicy)||($.eventName=PutRolePolicy)||($.eventName=PutUserPolicy)||($.eventName=CreatePolicy)||($.eventName=DeletePolicy)||($.eventName=CreatePolicyVersion)||($.eventName=DeletePolicyVersion)||($.eventName=AttachRolePolicy)||($.eventName=DetachRolePolicy)||($.eventName=AttachUserPolicy)||($.eventName=DetachUserPolicy)||($.eventName=AttachGroupPolicy)||($.eventName=DetachGroupPolicy)}' </div><div>NOTE: You can choose your own metricName and metricNamespace strings. Using the same metricNamespace for all Foundations Benchmark metrics will group them together.</div><div>2. Create an SNS topic that the alarm will notify</div><div>
	aws sns create-topic --name _<sns_topic_name>_ </div><div>NOTE: you can execute this command once and then re-use the same topic for all monitoring alarms.</div><div>3. Create an SNS subscription to the topic created in step 2</div><div>
	aws sns subscribe --topic-arn <sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<iam_changes_alarm>_ --metric-name _<iam_changes_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{($.eventName=DeleteGroupPolicy)||($.eventName=DeleteRolePolicy)||($.eventName=DeleteUserPolicy)||($.eventName=PutGroupPolicy)||($.eventName=PutRolePolicy)||($.eventName=PutUserPolicy)||($.eventName=CreatePolicy)||($.eventName=DeletePolicy)||($.eventName=CreatePolicyVersion)||($.eventName=DeletePolicyVersion)||($.eventName=AttachRolePolicy)||($.eventName=DetachRolePolicy)||($.eventName=AttachUserPolicy)||($.eventName=DetachUserPolicy)||($.eventName=AttachGroupPolicy)||($.eventName=DetachGroupPolicy)}""</div><div>5. Note the _<iam_changes_metric>_ value associated with the filterPattern found in step 4.</div><div>6. Get a list of CloudWatch alarms and filter on the _<iam_changes_metric>_ captured in step 5.</div><div>
	aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==`_<iam_changes_metric>_`]' </div><div>7. Note the AlarmActions value - this will provide the SNS topic ARN value.</div><div>8. Ensure there is at least one subscriber to the SNS topic</div><div>
	aws sns list-subscriptions-by-topic --topic-arn _<sns_topic_arn> _</div>",,CCE-79189-7,1
3,3.5,Ensure a log metric filter and alarm exist for CloudTrail configuration changes,accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for detecting changes to CloudTrail's configurations.,Monitoring changes to CloudTrail's configuration will help ensure sustained visibility to activities performed in the AWS account.,"Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for Cloudtrail configuration changes and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<cloudtrail_cfg_changes_metric>_ --metric-transformations metricName=_<cloudtrail_cfg_changes_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{ ($.eventName = CreateTrail) || ($.eventName = UpdateTrail) || ($.eventName = DeleteTrail) || ($.eventName = StartLogging) || ($.eventName = StopLogging) }' </div><div>NOTE: You can choose your own metricName and metricNamespace strings. Using the same metricNamespace for all Foundations Benchmark metrics will group them together.</div><div>2. Create an SNS topic that the alarm will notify</div><div>
	aws sns create-topic --name _<sns_topic_name>_ </div><div>NOTE: you can execute this command once and then re-use the same topic for all monitoring alarms.</div><div>3. Create an SNS subscription to the topic created in step 2</div><div>
	aws sns subscribe --topic-arn <sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<cloudtrail_cfg_changes_alarm>_ --metric-name _<cloudtrail_cfg_changes_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{ ($.eventName = CreateTrail) || ($.eventName = UpdateTrail) || ($.eventName = DeleteTrail) || ($.eventName = StartLogging) || ($.eventName = StopLogging) }""</div><div>5. Note the _<cloudtrail_cfg_changes_metric>_ value associated with the filterPattern found in step 4.</div><div>6. Get a list of CloudWatch alarms and filter on the _<cloudtrail_cfg_changes_metric> _captured in step 5.</div><div>
	aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==`_<cloudtrail_cfg_changes_metric>_`]' </div><div>7. Note the AlarmActions value - this will provide the SNS topic ARN value.</div><div>8. Ensure there is at least one subscriber to the SNS topic</div><div>
	aws sns list-subscriptions-by-topic --topic-arn _<sns_topic_arn> _</div>",,CCE-79190-5,1
3,3.6,Ensure a log metric filter and alarm exist for AWS Management Console authentication failures,accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for failed console authentication attempts.,"Monitoring failed console logins may decrease lead time to detect an attempt to brute force a credential, which may provide an indicator, such as source IP, that can be used in other event correlation.","Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for AWS Management Console authentication failures and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<console_signin_failure_metric>_ --metric-transformations metricName=_<console_signin_failure_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{ ($.eventName = ConsoleLogin) &""><sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<console_signin_failure_alarm>_ --metric-name _<console_signin_failure_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{ ($.eventName = ConsoleLogin) &""><sns_topic_arn> _</div></div>",,CCE-79191-3,2
3,3.7,Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer created CMKs,accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for customer created CMKs which have changed state to disabled or scheduled deletion.,Data encrypted with disabled or deleted keys will no longer be accessible.,"Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for disabled or scheduled for deletion CMK's and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<disable_or_delete_cmk_metric>_ --metric-transformations metricName=_<disable_or_delete_cmk_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{($.eventSource = kms.amazonaws.com) &""><sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<disable_or_delete_cmk_alarm>_ --metric-name _<disable_or_delete_cmk_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{($.eventSource = kms.amazonaws.com) &""><sns_topic_arn> _</div></div>",,CCE-79192-1,2
3,3.8,Ensure a log metric filter and alarm exist for S3 bucket policy changes,accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for changes to S3 bucket policies.,Monitoring changes to S3 bucket policies may reduce time to detect and correct permissive policies on sensitive S3 buckets.,"Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for S3 Bucket Policy changes and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<s3_bucket_policy_changes_metric>_ --metric-transformations metricName=_<s3_bucket_policy_changes_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{ ($.eventSource = s3.amazonaws.com) &""><sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<s3_bucket_policy_changes_alarm>_ --metric-name _<s3_bucket_policy_changes_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div><div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{ ($.eventSource = s3.amazonaws.com) &""><sns_topic_arn> _</div></div>
	 </div>",,CCE-79193-9,1
3,3.9,Ensure a log metric filter and alarm exist for AWS Config configuration changes,accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for detecting changes to CloudTrail's configurations.,Monitoring changes to AWS Config configuration will help ensure sustained visibility of configuration items within the AWS account.,"Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for AWS Config changes and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<aws_config_changes_metric>_ --metric-transformations metricName=_<aws_config_changes_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{($.eventSource = config.amazonaws.com) &""><sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<aws_config_changes_alarm>_ --metric-name _<aws_config_changes_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{($.eventSource = config.amazonaws.com) &""><sns_topic_arn> _</div></div>",,CCE-79194-7,2
3,3.10,Ensure a log metric filter and alarm exist for security group changes,accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. Security Groups are a stateful packet filter that controls ingress and egress traffic within a VPC. It is recommended that a metric filter and alarm be established changes to Security Groups.,Monitoring changes to security group will help ensure that resources and services are not unintentionally exposed.,"Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for security groups changes and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<security_group_changes_metric>_ --metric-transformations metricName=_<security_group_changes_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{ ($.eventName = AuthorizeSecurityGroupIngress) || ($.eventName = AuthorizeSecurityGroupEgress) || ($.eventName = RevokeSecurityGroupIngress) || ($.eventName = RevokeSecurityGroupEgress) || ($.eventName = CreateSecurityGroup) || ($.eventName = DeleteSecurityGroup)}' </div><div>NOTE: You can choose your own metricName and metricNamespace strings. Using the same metricNamespace for all Foundations Benchmark metrics will group them together.</div><div>2. Create an SNS topic that the alarm will notify</div><div>
	aws sns create-topic --name _<sns_topic_name>_ </div><div>NOTE: you can execute this command once and then re-use the same topic for all monitoring alarms.</div><div>3. Create an SNS subscription to the topic created in step 2</div><div>
	aws sns subscribe --topic-arn <sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<security_group_changes_alarm>_ --metric-name _<security_group_changes_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{ ($.eventName = AuthorizeSecurityGroupIngress) || ($.eventName = AuthorizeSecurityGroupEgress) || ($.eventName = RevokeSecurityGroupIngress) || ($.eventName = RevokeSecurityGroupEgress) || ($.eventName = CreateSecurityGroup) || ($.eventName = DeleteSecurityGroup)}""</div><div>5. Note the _<security_group_changes_metric>_ value associated with the filterPattern found in step 4.</div><div>6. Get a list of CloudWatch alarms and filter on the _<security_group_changes_metric>_ captured in step 5.</div><div>
	aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==`_<security_group_changes_metric>_`]' </div><div>7. Note the AlarmActions value - this will provide the SNS topic ARN value.</div><div><div>8. Ensure there is at least one subscriber to the SNS topic</div><div>
	aws sns list-subscriptions-by-topic --topic-arn _<sns_topic_arn> _</div></div>",,CCE-79195-4,2
3,3.11,Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL),accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. NACLs are used as a stateless packet filter to control ingress and egress traffic for subnets within a VPC. It is recommended that a metric filter and alarm be established for changes made to NACLs.,Monitoring changes to NACLs will help ensure that AWS resources and services are not unintentionally exposed.,"Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for NACL changes and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<nacl_changes_metric>_ --metric-transformations metricName=_<nacl_changes_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{ ($.eventName = CreateNetworkAcl) || ($.eventName = CreateNetworkAclEntry) || ($.eventName = DeleteNetworkAcl) || ($.eventName = DeleteNetworkAclEntry) || ($.eventName = ReplaceNetworkAclEntry) || ($.eventName = ReplaceNetworkAclAssociation) }' </div><div>NOTE: You can choose your own metricName and metricNamespace strings. Using the same metricNamespace for all Foundations Benchmark metrics will group them together.</div><div>2. Create an SNS topic that the alarm will notify</div><div>
	aws sns create-topic --name _<sns_topic_name>_ </div><div>NOTE: you can execute this command once and then re-use the same topic for all monitoring alarms.</div><div>3. Create an SNS subscription to the topic created in step 2</div><div>
	aws sns subscribe --topic-arn <sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<nacl_changes_alarm>_ --metric-name _<nacl_changes_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{ ($.eventName = CreateNetworkAcl) || ($.eventName = CreateNetworkAclEntry) || ($.eventName = DeleteNetworkAcl) || ($.eventName = DeleteNetworkAclEntry) || ($.eventName = ReplaceNetworkAclEntry) || ($.eventName = ReplaceNetworkAclAssociation) }""</div><div>5. Note the _<nacl_changes_metric>_ value associated with the filterPattern found in step 4.</div><div>6. Get a list of CloudWatch alarms and filter on the _<nacl_changes_metric>_ captured in step 5.</div><div>
	aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==`_<nacl_changes_metric>_`]' </div><div>7. Note the AlarmActions value - this will provide the SNS topic ARN value.</div><div><div>8. Ensure there is at least one subscriber to the SNS topic</div><div>
	aws sns list-subscriptions-by-topic --topic-arn _<sns_topic_arn> _</div></div>",,CCE-79196-2,2
3,3.12,Ensure a log metric filter and alarm exist for changes to network gateways,accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. Network gateways are required to send/receive traffic to a destination outside of a VPC. It is recommended that a metric filter and alarm be established for changes to network gateways.,Monitoring changes to network gateways will help ensure that all ingress/egress traffic traverses the VPC border via a controlled path.,"Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for network gateways changes and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<network_gw_changes_metric>_ --metric-transformations metricName=_<network_gw_changes_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{ ($.eventName = CreateCustomerGateway) || ($.eventName = DeleteCustomerGateway) || ($.eventName = AttachInternetGateway) || ($.eventName = CreateInternetGateway) || ($.eventName = DeleteInternetGateway) || ($.eventName = DetachInternetGateway) }' </div><div>NOTE: You can choose your own metricName and metricNamespace strings. Using the same metricNamespace for all Foundations Benchmark metrics will group them together.</div><div>2. Create an SNS topic that the alarm will notify</div><div>
	aws sns create-topic --name _<sns_topic_name>_ </div><div>NOTE: you can execute this command once and then re-use the same topic for all monitoring alarms.</div><div>3. Create an SNS subscription to the topic created in step 2</div><div>
	aws sns subscribe --topic-arn <sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<network_gw_changes_alarm>_ --metric-name _<network_gw_changes_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{ ($.eventName = CreateCustomerGateway) || ($.eventName = DeleteCustomerGateway) || ($.eventName = AttachInternetGateway) || ($.eventName = CreateInternetGateway) || ($.eventName = DeleteInternetGateway) || ($.eventName = DetachInternetGateway) }""</div><div>5. Note the _<network_gw_changes_metric>_ value associated with the filterPattern found in step 4.</div><div>6. Get a list of CloudWatch alarms and filter on the _<network_gw_changes_metric>_ captured in step 5.</div><div>
	aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==`_<network_gw_changes_metric>_`]' </div><div>7. Note the AlarmActions value - this will provide the SNS topic ARN value.</div><div><div>8. Ensure there is at least one subscriber to the SNS topic</div><div>
	aws sns list-subscriptions-by-topic --topic-arn _<sns_topic_arn> _</div></div>",,CCE-79197-0,1
